"up_mid","视频标题","视频链接","bvid","播放数","弹幕数","投币数","点赞数","分享数","收藏数","cid","分区","封面","时长（秒）","粉丝数","历史点赞数","历史稿件数","p_rating","源文件","封面评论","trending","emotion","visual","creativity"
331293296,"【斗地主至尊】星张郃一局","https://www.bilibili.com/video/BV13uXwYcEkA","BV13uXwYcEkA",337,1,0,4,0,0,28961278897,"桌游棋牌","http://i2.hdslb.com/bfs/archive/c6c0c66824d084d3d0e5bedfc04fc02bed781ed5.jpg",47,367,8552,160,53.45,"1.csv","图中有标题文字，内容为“星张郃”，字体为金色，大小适中，风格古朴，带有金属质感。画面构图以人物为主，人物头戴金色盔甲，手持长枪，背景为浅色调。色彩风格偏冷色调，以金色和深色为主，吸睛元素是人物的盔甲和武器。整体感觉古典、庄重且充满历史感。",0.6,0.65,0.7,0.65
3461572087253048,"爆料！娱乐圈徐凯的故事！真的太精彩了","https://www.bilibili.com/video/BV1GiQdY7EbM","BV1GiQdY7EbM",4704,2,2,39,2,14,28944305294,"娱乐杂谈","http://i2.hdslb.com/bfs/archive/af236c78013f4e90b416289390c20c4df0715727.jpg",397,3142,138617,620,223.5758064516129,"1.csv","图中无标题文字。画面分为左右两部分，左侧为人物侧面肖像，右侧为人物正面直播场景。构图对称，左侧偏冷色调，右侧偏暖色调，形成对比。吸睛元素包括左侧人物的精致妆容和右侧直播设备。整体感觉现代、时尚且具有视觉冲击力。",0.85,0.8,0.75,0.7
3546567967508576,"跳出强迫思维循环怪圈：这些方法帮你停止反复推理！","https://www.bilibili.com/video/BV1HqQaY8EN5","BV1HqQaY8EN5",67,0,0,2,0,9,28898299877,"社科·法律·心理","http://i2.hdslb.com/bfs/archive/171e95a012d57e97317bbde0164aa1f0d5ccdaef.jpg",188,60,181,75,2.4133333333333336,"1.csv","图中有标题文字，文字为“跳出强迫思维怪圈：这些方法帮你停止反复推理！”，字体较大，为白色加粗无衬线字体，背景为深色，具有较强的对比度。画面构图为一人坐在森林中，背景为树林，色彩风格以暖色调为主，营造出宁静与沉思的氛围。吸睛元素是标题文字和人物形象的结合，整体感觉专业且引人深思。",0.7,0.75,0.8,0.75
1527924248,"妻子娘家拆迁分50万，婆婆夜奔借钱给小儿子买房，儿媳1招婆婆哑口无言","https://www.bilibili.com/video/BV1M9QtYwEqP","BV1M9QtYwEqP",249,0,0,0,0,0,28890825077,"社科·法律·心理","http://i0.hdslb.com/bfs/archive/f8a25b0080945591418ce0966a3c940db5ae8081.jpg",676,57496,202776,2992,67.77272727272727,"1.csv","图中有标题文字，内容为“婆婆夜奔借錢給小兒子買房 兒媳1招逼婆婆啞口無言”，字体为白色简体字，大小适中，粗体样式。画面构图为两人对话场景，左侧为一位年长女性（婆婆），右侧为年轻女性（儿媳），背景为室内环境，色彩以暖色调为主，吸睛元素是人物表情和标题文字。整体感觉戏剧化且充满冲突感。",0.8,0.85,0.75,0.8
519583232,"【Nuit Eternelle】流星尾迹 完美通关","https://www.bilibili.com/video/BV1i6QDYuEi7","BV1i6QDYuEi7",15,0,0,5,0,0,28881256735,"单机游戏","http://i0.hdslb.com/bfs/archive/896996523618affeec687c4f4d9f0f57b967b805.jpg",131,445,22544,807,27.93556381660471,"1.csv","图中有标题文字，文字为“当前周榜”，字体大小适中，样式为简洁的白色无衬线字体。画面构图以中心的金色奖杯为主视觉焦点，四周有白色云雾状背景，整体色彩风格明亮且富有层次感。吸睛元素是金色奖杯和顶部的皇冠图案，整体感觉简洁、现代且具有竞技感。",0.65,0.7,0.85,0.6
244362864,"【4K赏析】全新奥迪 A5 Avant 柴油版｜长途驾旅首选 (中字)","https://www.bilibili.com/video/BV1z8QUYMEnU","BV1z8QUYMEnU",2347,0,6,46,6,37,28877653766,"汽车生活","http://i2.hdslb.com/bfs/archive/837c381261c083c790085df9e2bbd200cc25a176.jpg",1238,377,2566,36,71.27777777777777,"1.csv","图中无标题文字。画面构图为一辆白色奥迪汽车停在户外，背景是木质纹理的墙面，车头朝向右侧，占据画面中心偏左位置。色彩风格以白色和棕色为主，简洁明亮。吸睛元素为汽车本身，设计现代且精致。整体感觉干净、专业，传达出高端和科技感。",0.75,0.7,0.9,0.65
3493275908443016,"独立，是一个人最大的底气  | 思维空间 0505 | 2025","https://www.bilibili.com/video/BV1j3QmYaEMf","BV1j3QmYaEMf",165,0,0,6,1,8,28873788486,"人文历史","http://i0.hdslb.com/bfs/archive/6329b69b0c6ee3e890adf6afde4c986c18ee74ea.jpg",87,40383,72560,637,113.90894819466249,"1.csv","图中有标题文字，内容为“独立是一个人最大的底气”，字体为白色，大小适中，采用简洁的无衬线字体。画面构图以一个人背影为主体，位于河流旁，背景是宁静的水面和朦胧的天空。色彩风格以冷色调为主，河水深蓝，天空灰暗，营造出一种孤独而沉思的氛围。吸睛元素是人物背影和标题文字，整体感觉深沉、内省且富有哲理。",0.7,0.8,0.75,0.7
1095603016,"【清华社】2025新高考数学真题全刷：艺考1500题--第10章","https://www.bilibili.com/video/BV1uJQ3YnEhH","BV1uJQ3YnEhH",443,0,2,4,0,0,28857076355,"校园学习","http://i0.hdslb.com/bfs/archive/ddbf66bb52c7ad94143f574095e627df6fc2dc0d.jpg",23653,236709,82859,536,154.58768656716418,"1.csv","图中有标题文字，内容为“2025新高考数学真题全刷艺考1500题 第10章”，字体为白色，大小适中，采用粗体样式。构图简洁明了，以白色背景为主，突出蓝色和红色的书籍封面及文字信息。色彩风格鲜明，以蓝色和红色为主，吸睛元素为书籍封面和标题文字。整体感觉专业、清晰，具有教育类书籍的实用性和吸引力。",0.6,0.65,0.8,0.6
1796371760,"警察被叫去调查有气味的废弃房屋，没想到发现了。。。。","https://www.bilibili.com/video/BV1PdRgYmE5f","BV1PdRgYmE5f",76753,60,27,831,7,83,28789049007,"科学科普","http://i1.hdslb.com/bfs/archive/5f2d35fd075c1aa8451060246102e096736ab5c4.jpg",1094,6150,62647,290,216.0241379310345,"1.csv","图中无标题文字。画面分为左右两部分，左侧是一个洗手池，内有杂物和水渍，右侧是大量类似粪便的物质堆积。构图以对比为主，左侧干净整洁，右侧脏乱不堪。色彩风格偏向冷色调，以蓝色和灰色为主，突显出左侧的清洁与右侧的污秽。吸睛元素为黄色箭头指向洗手池，强调对比焦点。整体感觉突兀、冲击力强，可能用于展示环境污染或卫生问题。",0.85,0.75,0.7,0.8
3546642017945984,"一把可以弯曲的软剑","https://www.bilibili.com/video/BV1MxRaYmEQh","BV1MxRaYmEQh",406,0,0,5,0,0,28783608275,"手工","http://i0.hdslb.com/bfs/archive/8c7b90f08646d3c581a2058c833b1082f5c398a8.jpg",20,17373,176240,265,665.0566037735849,"1.csv","图中无标题文字。画面构图为一人手持平板电脑，背景为城市街道和卷帘门，人物位于画面中央偏下位置，突出手持设备的主体。色彩风格以冷色调为主，街道灰色、卷帘门深色，人物着装偏暗，平板屏幕亮色形成对比。吸睛元素为平板屏幕的亮度和人物的手势。整体感觉现代、简洁，科技感较强。",0.75,0.68,0.85,0.72
94831136,"【比赛】蓝白掘密师vs黑绿狼奔 | 2012年1月GP奥兰多四强【MTG/万智牌】","https://www.bilibili.com/video/BV1qsRhYbELj","BV1qsRhYbELj",169,0,0,0,0,1,28778563432,"桌游棋牌","http://i2.hdslb.com/bfs/archive/6665fc3421c3ab6e722adf75a5660bd2672aad67.jpg",1497,1815,2298,442,5.199095022624435,"1.csv","图中有标题文字，内容为“蓝白掘密师 黑绿狼奔”，字体为白色简体中文字体，大小适中，位于图片下方。画面构图为左右对比，左侧为“Deceiver of Secrets”，右侧为“Grave Titan”，中间用红色“VS”字样连接。色彩风格以卡牌的深色调为主，吸睛元素是卡牌上的角色形象和红色“VS”字样。整体感觉是对决主题，简洁明了。",0.65,0.67,0.71,0.64
212649464,"一口气看完《抗争》在地球遭受外星种族沃坦人入侵后的未来世界。在末日背景下人类与外星人之间的抗争与合作。","https://www.bilibili.com/video/BV1WYR8YNEF3","BV1WYR8YNEF3",1714,0,2,20,0,15,28763882593,"影视剪辑","http://i2.hdslb.com/bfs/archive/1d6a90acfef96aea745ecd46225b37391e8072bb.jpg",3559,52536,219635,6191,35.47649814246487,"1.csv","图中有标题文字，文字为“抗争 第1-3季”，字体为白色，大小适中，样式简洁。画面构图以人物为主，五人站成一排，背景为战争场景，色彩风格偏冷色调，突出紧张与对抗氛围。吸睛元素包括前景人物的坚毅表情和背景的爆炸烟雾。整体感觉紧张、严肃且充满冲突感。",0.82,0.79,0.88,0.81
1405388032,"碓冰极致疯子跑法（）","https://www.bilibili.com/video/BV1B3XWYME16","BV1B3XWYME16",742,0,1,18,0,3,29011608940,"赛车","http://i2.hdslb.com/bfs/archive/04dec20c66bcfd811849836ca41e055c110e42ce.jpg",96,151,1121,22,50.95454545454545,"1.csv","图中有标题文字，内容为“FM LEGENDS”，字体为红色，样式为粗体，大小适中，醒目易读。画面构图简洁，以赛车赛道为主视觉元素，背景为绿色植被和蓝天，色彩风格明快、卡通化。吸睛元素包括赛道中央的拱门和前景中的赛车尾部。整体感觉充满动感与活力，具有游戏封面的典型风格。",0.7,0.65,0.75,0.68
686110076,"我的五宝已经吃的像模像样了","https://www.bilibili.com/video/BV1J3XWYMEHC","BV1J3XWYMEHC",633,0,1,79,2,17,29011546099,"野生动物","http://i0.hdslb.com/bfs/archive/858e1ad39d790e72c7f147e7d027283add5089c7.jpg",31,266,130047,2085,62.3726618705036,"1.csv","图中无标题文字。画面构图为一只熊猫占据中心位置，背景为模糊的竹子和玻璃窗，构图简洁自然。色彩风格以黑白灰为主，突出了熊猫的黑白毛色，竹子的绿色点缀其中。吸睛元素是熊猫专注吃竹子的表情和动作，整体感觉温馨、可爱且富有生活气息。",0.6,0.72,0.8,0.65
15540497,"【中英/全熟】最爱时刻：心理治疗师玩极乐迪斯科 Part28","https://www.bilibili.com/video/BV1HMXWYgEu8","BV1HMXWYgEu8",2796,81,276,307,12,104,25774788708,"单机游戏","http://i2.hdslb.com/bfs/archive/5f1705f2f7f516318c3ab9e87e10a3b444a8c75f.jpg",3215,4870,29704,50,594.08,"1.csv","图中有标题文字，内容为“心理治疗师玩极乐迪斯科 28”，字体为白色，大小适中，样式为简洁的无衬线字体。画面构图以人物和背景为主，左侧为模糊的秋千场景，右侧为人物特写，色彩风格偏冷调，以灰蓝色为主，吸睛元素为人物面部特写和数字“28”，整体感觉沉稳且具有悬疑感。",0.78,0.75,0.82,0.77
627040687,"三月份1000-2000元历代旗舰大推荐！高性价比二手旗舰史诗级盘点！拍照游戏全覆盖 #千元机 #高性价比手机 #二手手机 #拍照手机","https://www.bilibili.com/video/BV1pFXkYbEcb","BV1pFXkYbEcb",17834,1,33,219,7,646,28984280788,"数码","http://i2.hdslb.com/bfs/archive/da17a3e7fe53b7b7cb503270b4e199b42f93ee20.jpg",384,66704,1575219,469,3358.675906183369,"1.csv","图中有标题文字，内容为“三月份 1000-2000元 历代旗舰大推荐!”，字体为白色，大小适中，采用简洁的无衬线字体。

画面构图以手机产品图片为主，排列整齐，背景为浅色渐变。色彩风格偏向科技感和清新感，主要以蓝色和白色为主。吸睛元素是中间的手机图片和标题文字。整体感觉简洁明了，突出推荐主题，具有较强的视觉引导性。",0.85,0.8,0.88,0.83
3546577006234573,"P l e a s e l e t m e g o","https://www.bilibili.com/video/BV1CAXWYCErA","BV1CAXWYCErA",108,0,0,1,0,0,29011609624,"电子竞技","http://i2.hdslb.com/bfs/archive/e328d7ca91cf0ea955c562e3bcda512e80e885e1.jpg",19,57,2011,7,287.2857142857143,"1.csv","图中有标题文字，文字为“男（白狼）：阴b”，字体颜色为浅蓝色，大小适中，样式简洁。画面构图为浅绿色渐变背景，色彩风格简约冷淡，吸睛元素为标题文字，整体感觉神秘且略带悬疑感。",0.55,0.6,0.65,0.58
502294730,"爱华德·格拉赫｜克莱斯勒《斯拉夫幻想曲》","https://www.bilibili.com/video/BV1E3XWYMECX","BV1E3XWYMECX",390,0,0,18,0,5,29011608061,"演奏","http://i0.hdslb.com/bfs/archive/a771cb9bd98eb859d042dc596ab27d7be325cb56.jpg",71,3102,25210,321,78.53582554517133,"1.csv","图中有标题文字，内容为“DVORAK-KREISLER EDUARD GRACH”，字体为绿色，大小适中，样式简洁。画面构图以演奏者为中心，色彩风格庄重典雅，主要以暖色调为主。吸睛元素为演奏者专注的表情和手中的小提琴，整体感觉正式且充满艺术氛围。",0.72,0.7,0.78,0.75
1518564966,"《观假01》！帝骑的内核到底讲了什么故事？原来是烧脑作！","https://www.bilibili.com/video/BV1JGXWYqEJM","BV1JGXWYqEJM",355,0,2,6,0,11,29011348030,"影视杂谈","http://i2.hdslb.com/bfs/archive/884cbab007cdeecd00c901860c145460dbed44de.jpg",1840,1057,45928,1059,43.36921624173749,"1.csv","图中有标题文字，内容为“平成クウガ 10年早えよ”，字体为黑色，大小适中，采用简洁的无衬线字体。画面构图以多个假面骑士角色为主体，排列整齐，色彩风格以红、绿、蓝为主色调，鲜艳且对比强烈。吸睛元素是中间的绿色假面骑士（Kamen Rider Kuuga），整体感觉充满动感和科幻感，具有强烈的视觉冲击力。",0.8,0.78,0.85,0.82
3537125014244102,"这次拿榜一的别骄傲，我让的","https://www.bilibili.com/video/BV1E3XWYME7i","BV1E3XWYME7i",3584,0,2,52,2,7,29011545744,"单机游戏","http://i1.hdslb.com/bfs/archive/cee7416c4d721074f1dce2d5372bf62f56f0a2cf.jpg",69,275,11025,382,28.861256544502616,"1.csv","图中有标题文字，内容为“第20关：勇闯糖果城堡”，字体为白色，带黑色描边，大小适中，位于画面中央偏上位置。画面构图以城堡为核心，两侧是绿色植物和黄色建筑，整体色彩鲜艳，以黄色和绿色为主。吸睛元素包括中央的城堡、角色和飘动的旗帜。整体感觉活泼、童趣，充满冒险氛围。",0.75,0.68,0.85,0.72
3537125081352230,"路易基的疯狂 ---- No jokes！","https://www.bilibili.com/video/BV1EGXWYqE6k","BV1EGXWYqE6k",441,0,2,24,0,3,29011543097,"日常","http://i2.hdslb.com/bfs/archive/4a00de1adb60bc8c67c98150b97b442ad9b860ef.jpg",152,548,10255,289,35.484429065743946,"1.csv","图中无标题文字。画面构图紧凑，两个卡通角色占据主要位置，左侧角色张大嘴巴，表情夸张，右侧角色手持武器，姿态紧张。色彩风格鲜艳且对比强烈，以红色、蓝色和黑色为主。吸睛元素包括角色的夸张表情和动作细节。整体感觉充满动感和戏剧性，具有典型的卡通或游戏风格。",0.82,0.79,0.88,0.81
1915937284,"和你同一天生日的是谁，咱们一起玩个游戏吧，大家把生日写下来，如果与你同一天生日的，男生做兄弟，女生做闺蜜，永不绝交的那种如何。","https://www.bilibili.com/video/BV1WAXWYCEG6","BV1WAXWYCEG6",403,1,0,4,0,0,29011610979,"综合","http://i0.hdslb.com/bfs/archive/8eb3c5a5c3b9e0d3f6da11b919b3b594ff34bba0.jpg",13,641,5173,113,45.7787610619469,"1.csv","图中有标题文字，文字为“男生做兄弟”，字体为白色，大小适中，样式简洁。画面构图以中心人物为主，周围人物呈对称分布，形成聚焦效果。色彩风格以冷色调为主，黑色和灰色占主导，背景有粉色和蓝色元素点缀，增加视觉对比。吸睛元素为中间人物的白色服装和面具设计。整体感觉现代、神秘且略带科技感。",0.65,0.73,0.7,0.78
3546608690006910,"【源轩｜轩源】你在看风景，我在看你","https://www.bilibili.com/video/BV1pAXWYCETd","BV1pAXWYCETd",2602,1,6,319,0,50,29011608494,"娱乐粉丝创作","http://i1.hdslb.com/bfs/archive/e2bcc8f9bebaf16df1b22a044142bbbda00defcd.jpg",136,2422,203565,353,576.671388101983,"1.csv","图中有标题文字，内容为“[准备ドロ]”，字体为白色，样式为粗体，大小适中，位于画面左下角。构图上，两人并排站立，前景为操作手机的动作，背景模糊，突出主体。色彩风格以橙色和白色为主，明亮且对比鲜明。吸睛元素是人物的面部表情和手机操作动作。整体感觉活泼、轻松，带有娱乐氛围。",0.78,0.75,0.8,0.77
480427905,"【叶罗丽】“跪求官方加强灵犀阁加强毒娘娘，刚出场的小毒仙力强大，毒无人能解，现在伤疤却在众人面前显露，强行加强十阶”","https://www.bilibili.com/video/BV1HAXWYCE9y","BV1HAXWYCE9y",362,1,0,7,0,6,29011609867,"国产原创相关","http://i1.hdslb.com/bfs/archive/180b53bd1c987d95c1d7805096fefde959be70ed.jpg",31,3687,240538,2274,105.77748460861918,"1.csv","图中有标题文字，文字为“【NTR】恶魔女仆的日常”，字体为白色，大小适中，风格简洁现代。画面构图以女性角色为主体，居中偏上位置，背景为深紫色调，营造神秘氛围。色彩风格偏向暗黑系，使用冷色调突出角色的诡异与魅惑。吸睛元素为角色面部的黑色面具和复杂的发饰。整体感觉神秘、诡异且充满戏剧张力。",0.7,0.72,0.75,0.69
3546654594567086,"21做为人 却觊觎妖怪拥有的力量 最终被自己所铸造的刀算计丢了命#犬夜叉  #动漫剪辑 #动漫","https://www.bilibili.com/video/BV1F3XWYuE7G","BV1F3XWYuE7G",18695,0,6,404,2,14,29011609984,"动漫杂谈","http://i0.hdslb.com/bfs/archive/88186ce33716064b9afd6f1461de657b48393ac8.jpg",141,1497,28563,303,94.26732673267328,"1.csv","图中无标题文字。画面构图以对称的两个角色为主体，位于画面中央偏下，背景为沙漠和天空，色彩风格偏向暖色调，以沙黄色和蓝色为主。吸睛元素为角色的动态姿势和面部表情，整体感觉活泼且充满动感。",0.68,0.65,0.72,0.67
